"Station Name","MAC Address","Org Name","Start Date","Start Time Zone","End Date","End Time Zone","Transaction Date (Pacific Time)","Total Duration (hh:mm:ss)","Charging Time (hh:mm:ss)","Energy (kWh)","GHG Savings (kg)","Gasoline Savings (gallons)","Port Type","Port Number","Plug Type","EVSE ID","Address 1","Address 2",City,State/Province,"Postal Code",Country,Latitude,Longitude,Currency,Fee,"Ended By","Plug In Event Id","Driver Postal Code","User ID","Start SOC","End SOC",County,"System S/N","Model Number"
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-28 19:07:41",PST,"2020-02-28 20:58:10",PST,"2020-02-28 20:59:19",01:50:29,01:21:18,9.083,3.815,1.140,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.000,"Plug Out at Vehicle",5563,94526,1743601,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-28 16:17:34",PST,"2020-02-28 18:20:21",PST,"2020-02-28 18:22:29",02:02:50,02:02:20,13.645,5.731,1.712,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.500,"Plug Out at Vehicle",4565,94539,4334541,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-28 14:15:20",PST,"2020-02-28 18:00:41",PST,"2020-02-28 18:02:06",03:45:20,00:30:53,3.038,1.276,0.381,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.330,"Plug Out at Vehicle",5414,93422,1853321,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-28 14:46:44",PST,"2020-02-28 17:28:01",PST,"2020-02-28 17:28:56",02:41:16,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.000,"Plug Out at Vehicle",1582930001,94583,2800441,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-28 16:01:57",PST,"2020-02-28 17:15:20",PST,"2020-02-28 17:16:13",01:13:21,01:13:13,3.798,1.595,0.477,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.420,"Plug Out at Vehicle",6026,93420,453471,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-28 13:23:43",PST,"2020-02-28 17:04:26",PST,"2020-02-28 17:06:17",03:40:42,03:40:16,24.749,10.395,3.106,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,2.720,"Plug Out at Vehicle",6025,94539,4334541,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-28 07:57:54",PST,"2020-02-28 16:50:58",PST,"2020-02-28 16:51:44",08:53:03,02:31:24,8.225,3.455,1.032,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,30.210,"Plug Out at Vehicle",4562,93401,3868531,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-28 12:40:54",PST,"2020-02-28 16:48:13",PST,"2020-02-28 16:50:15",04:07:19,00:53:35,1.811,0.761,0.227,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.930,"Plug Out at Vehicle",5412,93442,4139281,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 12:36:48",PST,"2020-02-28 16:30:53",PST,"2020-02-28 16:32:01",03:54:04,03:53:30,20.029,8.412,2.514,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,2.200,"Plug Out at Vehicle",3384,93433,936751,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-28 12:16:30",PST,"2020-02-28 16:19:13",PST,"2020-02-28 16:20:08",04:02:43,02:56:12,10.284,4.319,1.291,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.400,"Plug Out at Vehicle",3377,93420,21005971,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-28 11:59:23",PST,"2020-02-28 15:53:39",PST,"2020-02-28 15:54:39",03:54:16,01:57:23,6.120,2.570,0.768,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.670,"Plug Out at Vehicle",4564,93401,3575341,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-28 12:17:40",PST,"2020-02-28 15:51:18",PST,"2020-02-28 15:52:54",03:33:37,03:32:52,25.421,10.677,3.190,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,2.800,"Plug Out at Vehicle",5560,93401,2349971,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-28 14:44:48",PST,"2020-02-28 15:42:52",PST,"2020-02-28 15:44:56",00:58:07,00:57:51,6.066,2.548,0.761,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.670,"Plug Out at Vehicle",5562,93420,1260731,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-28 11:09:45",PST,"2020-02-28 15:09:54",PST,"2020-02-28 15:11:13",04:00:09,01:21:38,8.797,3.695,1.104,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.980,"Plug Out at Vehicle",6024,93401,835699,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 14:36:36",PST,"2020-02-28 14:42:36",PST,"2020-02-28 14:44:17",00:06:00,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",3390,93420,1260731,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-28 13:40:15",PST,"2020-02-28 14:42:10",PST,"2020-02-28 14:43:00",01:01:54,01:01:47,7.119,2.990,0.893,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.780,"Plug Out at Vehicle",5561,93428,3367961,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 14:31:25",PST,"2020-02-28 14:35:30",PST,"2020-02-28 14:36:15",00:04:11,00:00:09,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",3389,93420,1260731,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 14:29:19",PST,"2020-02-28 14:29:50",PST,"2020-02-28 14:31:37",00:00:31,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",3388,93420,1260731,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 14:26:43",PST,"2020-02-28 14:28:27",PST,"2020-02-28 14:30:32",00:01:44,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",3387,93420,1260731,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 14:24:51",PST,"2020-02-28 14:26:04",PST,"2020-02-28 14:27:47",00:01:13,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",3386,93420,1260731,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 13:52:52",PST,"2020-02-28 14:24:16",PST,"2020-02-28 14:26:23",00:31:23,00:02:09,0.217,0.091,0.027,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.020,"Plug Out at Vehicle",3385,93420,1260731,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-28 13:08:06",PST,"2020-02-28 14:24:42",PST,"2020-02-28 14:25:47",01:16:36,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.000,"Plug Out at Vehicle",3378,N/A,,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-28 13:01:33",PST,"2020-02-28 14:10:23",PST,"2020-02-28 14:11:05",01:08:49,01:08:29,4.300,1.806,0.540,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.470,"Plug Out at Vehicle",5413,93401,21207751,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-28 11:49:15",PST,"2020-02-28 13:34:15",PST,"2020-02-28 13:35:06",01:45:00,01:08:32,2.300,0.966,0.289,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.250,"Plug Out at Vehicle",5559,93420,379067,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-28 10:01:48",PST,"2020-02-28 13:13:46",PST,"2020-02-28 13:14:38",03:11:58,01:20:43,8.660,3.637,1.087,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.950,"Plug Out at Vehicle",6023,93422,1853321,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 12:56:05",PST,"2020-02-28 12:57:39",PST,"2020-02-28 12:58:37",00:01:34,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",1582923359,93446,21102551,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 12:20:52",PST,"2020-02-28 12:55:25",PST,"2020-02-28 12:56:04",00:34:33,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",1582921245,93446,21102551,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-28 08:19:31",PST,"2020-02-28 12:29:42",PST,"2020-02-28 12:31:03",04:10:11,01:33:30,4.837,2.031,0.607,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,1.550,"Plug Out at Vehicle",5410,93401,1141501,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 08:41:30",PST,"2020-02-28 12:25:05",PST,"2020-02-28 12:26:15",03:43:38,03:43:18,11.961,5.024,1.501,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.320,"Plug Out at Vehicle",3380,94546,540201,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-28 09:42:11",PST,"2020-02-28 12:18:56",PST,"2020-02-28 12:19:52",02:36:44,02:36:37,4.001,1.680,0.502,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.440,"Plug Out at Vehicle",5411,93402,710899,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-28 12:13:19",PST,"2020-02-28 12:14:35",PST,"2020-02-28 12:17:29",00:01:16,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.000,"Plug Out at Vehicle",3376,93420,21005971,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-28 12:14:27",PST,"2020-02-28 12:16:45",PST,"2020-02-28 12:17:27",00:02:18,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,"Plug Out at Vehicle",3383,93401,2349971,,,"San Luis Obispo County",150241000125,CT4020-HD
